Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
1945,1,0,113734.0,0,0,1401235200,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0
1972,2,2,37787.0,1,0,1379635200,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,0
1984,2,2,30477.0,1,0,1390348800,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0
1959,1,2,33762.0,2,1,1373155200,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0
1986,0,3,21846.0,1,0,1382400000,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0
1954,1,2,70421.0,0,1,1403913600,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0
1969,0,2,73448.0,0,0,1391990400,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0
1985,0,0,29760.0,1,0,1346198400,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0
1971,2,3,44635.0,1,1,1381449600,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0
1982,0,2,42081.0,1,0,1361836800,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0
1969,0,4,43638.0,0,1,1344211200,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0
1948,0,2,42192.0,0,0,1378425600,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,0
1972,0,3,26759.0,1,0,1391731200,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0
1978,0,3,63693.0,0,1,1381708800,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0
1966,0,1,43482.0,2,1,1384300800,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0
1988,1,2,67546.0,0,0,1346371200,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0
1969,0,2,48752.0,1,1,1355270400,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1
1972,2,3,42618.0,1,0,1381276800,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0
1967,1,2,36947.0,1,1,1344297600,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0
1966,0,1,37758.0,1,1,1349308800,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0
1963,0,0,80695.0,0,0,1388275200,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0
1954,0,2,50501.0,1,1,1371513600,10,297,0,38,13,0,152,7,5,4,4,6,1,0,0,0,0,0,1
1972,0,3,51813.0,1,1,1365638400,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0
1966,0,0,63810.0,0,1,1352592000,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0
1976,2,2,49681.0,0,2,1383523200,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0
1952,2,1,70545.0,0,1,1401753600,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0
1978,0,1,42554.0,1,1,1357948800,93,29,1,11,0,0,0,2,2,0,3,4,0,0,0,0,0,0,0
1979,0,1,85693.0,0,1,1366416000,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0
1970,0,0,30015.0,1,0,1391299200,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0
1952,0,2,28332.0,0,0,1398816000,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0
1970,0,2,13260.0,1,1,1377216000,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0
1963,2,3,49476.0,0,1,1371686400,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0
1975,2,0,46098.0,1,1,1345248000,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,1
1971,0,3,44421.0,1,1,1360886400,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0
1954,4,0,42607.0,0,1,1384646400,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0
1982,0,2,24711.0,0,0,1397779200,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0
1970,0,3,64713.0,1,0,1391731200,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,0,1
1947,4,2,81044.0,0,0,1388102400,0,450,26,535,73,98,26,1,5,6,10,1,0,0,0,0,0,0,0
1975,0,0,53201.0,1,1,1360627200,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0
1988,2,2,78285.0,0,0,1382918400,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0
1956,1,4,35340.0,1,1,1404000000,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,0
1949,0,1,38823.0,0,1,1346284800,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0
1975,4,2,22212.0,1,0,1386547200,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0
1990,0,2,30093.0,0,0,1373241600,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0
1970,1,2,38097.0,1,1,1350259200,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1
1945,1,1,71604.0,0,0,1384646400,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1
1973,4,1,69401.0,0,1,1395532800,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0
1978,4,2,36550.0,1,0,1361232000,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0
1949,0,4,72643.0,0,0,1361923200,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1
1980,0,2,77353.0,0,1,1387152000,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0
1969,2,1,65176.0,0,1,1351468800,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0
1976,1,0,42473.0,1,1,1392595200,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0
1946,1,1,64014.0,2,1,1402358400,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0
1970,1,2,23626.0,1,0,1400889600,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0
1962,1,4,71670.0,0,0,1373328000,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1
1952,1,3,46610.0,0,2,1351468800,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,1
1976,0,0,37697.0,1,0,1391731200,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0
1970,0,0,43020.0,1,0,1385769600,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0
1976,0,2,24027.0,1,0,1370736000,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0
1960,4,3,87305.0,0,0,1348358400,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1
1953,1,0,51411.0,1,2,1369526400,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0
1979,0,0,61825.0,0,1,1375833600,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0
1957,0,0,58138.0,0,0,1346716800,58,635,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,0,1
1969,0,3,69901.0,0,1,1369785600,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0
1979,4,2,54210.0,0,1,1369008000,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0
1974,4,2,65463.0,1,0,1391040000,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0
1990,0,2,35765.0,1,0,1386720000,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0
1973,4,2,23559.0,1,0,1372809600,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0
1986,2,2,27161.0,1,0,1382918400,41,7,4,23,7,0,11,1,1,0,3,7,0,0,0,0,0,0,0
1963,1,2,81300.0,0,1,1351555200,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1
1973,1,1,39435.0,1,0,1375747200,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0
1966,2,2,33585.0,0,1,1380067200,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0
1979,0,2,72063.0,0,1,1372809600,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0
1984,0,0,11012.0,1,0,1363392000,82,24,3,26,7,1,23,3,3,1,2,9,1,0,0,0,0,0,0
1954,0,3,79865.0,0,1,1403049600,12,71,99,278,185,121,38,1,5,10,5,1,0,0,0,0,0,0,0
1963,1,3,72968.0,0,0,1387152000,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,1
1986,0,1,78394.0,0,0,1360886400,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1
1955,1,0,55521.0,1,2,1382400000,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1
1981,2,0,36143.0,1,0,1396137600,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0
1952,2,1,40442.0,1,1,1345334400,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,0,1
1967,0,2,61223.0,0,1,1371081600,46,709,43,182,42,118,247,2,9,3,4,5,0,0,0,0,0,0,0
1959,0,2,87195.0,0,0,1399507200,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1
1989,1,1,77845.0,0,0,1400198400,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0
1971,0,2,76445.0,1,0,1348790400,2,739,107,309,140,80,35,1,2,5,13,6,0,0,0,0,0,0,0
1954,0,2,93404.0,1,2,1367884800,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0
1984,3,0,25707.0,1,0,1390003200,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0
1952,0,0,61823.0,0,1,1361145600,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0
1966,0,1,60894.0,0,1,1372377600,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0
1957,4,2,82347.0,0,0,1352160000,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0
1954,2,1,36634.0,0,1,1369699200,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,0
1982,2,1,73450.0,0,0,1386201600,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0
1980,1,2,30732.0,1,0,1357344000,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0
1976,0,2,59809.0,0,2,1350518400,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0
1983,0,1,43776.0,1,0,1399075200,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0
1966,0,0,63810.0,0,1,1352592000,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0
1969,1,3,58086.0,0,1,1358640000,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0
1978,4,3,21282.0,1,0,1399766400,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0
1960,2,1,41275.0,1,2,1395619200,33,24,4,22,0,2,9,4,3,1,3,5,0,0,0,0,0,0,0
1974,0,1,48186.0,1,0,1395273600,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0
1968,2,3,23748.0,1,0,1353456000,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0
1975,0,3,83829.0,0,0,1381190400,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1
1978,0,2,44359.0,1,1,1402963200,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0
1975,4,2,37284.0,1,1,1364515200,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0
1950,1,1,5648.0,1,1,1394668800,68,28,0,6,1,1,13,1,1,0,0,20,1,0,0,0,0,0,0
1953,1,2,55707.0,0,1,1387670400,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0
1948,1,1,66375.0,0,1,1384992000,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0
1974,1,0,30899.0,1,0,1350086400,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0
1975,0,3,36627.0,2,0,1374537600,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0
1968,1,3,83664.0,1,1,1367971200,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0
1977,0,2,71855.0,0,1,1358294400,59,548,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,0,0
1974,0,1,47889.0,1,0,1388793600,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0
1986,0,1,83033.0,1,0,1400371200,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0
1958,1,1,51518.0,0,1,1380758400,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0
1989,2,1,88420.0,0,0,1398988800,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0
1964,0,2,60597.0,0,1,1388534400,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1
1967,1,2,77766.0,0,1,1361491200,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1
1958,1,4,33438.0,1,1,1379808000,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0
1948,0,2,77142.0,0,0,1369785600,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0
1973,0,2,59041.0,1,1,1399420800,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0
1961,2,1,48330.0,0,1,1384473600,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0
1969,0,1,62882.0,0,1,1344470400,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0
1980,0,2,80011.0,0,1,1367193600,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0
1978,0,1,53172.0,0,1,1367798400,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0
1953,1,1,53593.0,1,1,1344297600,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0
1981,2,0,22944.0,1,0,1387756800,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0
1959,0,2,58113.0,0,1,1359072000,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0
1982,0,0,39660.0,1,0,1344384000,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1
1949,1,0,26518.0,1,1,1365379200,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1
1956,2,1,58656.0,0,1,1348099200,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0
1952,0,2,49413.0,0,1,1382659200,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0
1960,4,1,50523.0,1,1,1387929600,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0
1974,2,1,21255.0,1,0,1390262400,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0
1971,0,0,91700.0,0,0,1358380800,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,1
1970,2,0,29548.0,1,0,1377734400,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0
1987,3,0,21063.0,1,0,1380067200,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0
1973,4,3,31163.0,1,0,1392249600,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0
1964,0,3,69932.0,0,1,1370995200,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0
1969,1,2,68462.0,0,0,1355270400,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0
1973,0,2,33471.0,1,0,1350000000,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0
1972,0,2,30467.0,1,0,1395187200,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0
1949,0,2,72025.0,0,0,1398729600,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1
1965,0,2,69139.0,0,1,1390780800,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0
1980,0,0,28071.0,0,0,1346198400,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0
1988,0,2,84219.0,0,0,1391299200,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0
1967,1,3,26642.0,1,0,1393632000,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0
1969,0,2,25293.0,1,0,1379203200,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0
1955,0,4,58275.0,1,1,1370131200,48,189,10,253,56,43,64,6,8,2,7,7,0,0,0,0,0,0,0
1984,1,2,73356.0,0,0,1391644800,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1
1974,0,1,44392.0,1,1,1378339200,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0
1977,4,1,82326.0,0,0,1394409600,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1
1982,2,0,6560.0,0,0,1386806400,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0
1963,0,4,34213.0,1,1,1346976000,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,1
1975,2,1,22669.0,1,0,1369180800,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1
1970,0,2,28164.0,1,0,1367625600,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0
1986,2,2,28072.0,1,0,1373241600,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0
1981,3,2,34445.0,0,0,1359244800,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,0
1967,1,2,77766.0,0,1,1361491200,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1
1967,2,3,81380.0,0,0,1356134400,51,741,68,689,224,68,103,1,4,2,10,2,0,0,0,0,0,0,0
1971,0,2,52247.25135379061,1,1,1362268800,82,71,1,16,0,0,9,4,2,1,3,8,0,0,0,0,0,0,0
1956,2,1,55249.0,0,1,1397692800,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0
1970,1,1,82072.0,0,0,1372723200,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0
1965,0,1,56046.0,0,0,1357084800,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1
1990,1,2,74214.0,0,0,1345939200,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0
1986,1,1,91820.0,0,0,1385164800,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0
1961,2,1,74881.0,1,1,1362700800,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0
1962,2,0,59247.0,0,2,1383868800,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0
1951,1,1,69702.0,0,1,1361232000,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0
1988,0,0,27938.0,1,0,1398643200,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0
1963,0,2,52247.25135379061,0,1,1376179200,96,231,65,196,38,71,124,1,6,5,7,4,0,0,0,0,0,0,0
1953,2,1,56129.0,0,1,1371686400,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0
1989,3,2,25443.0,1,0,1356134400,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0
1993,0,0,74293.0,0,0,1399161600,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0
1963,0,2,22419.0,0,0,1366243200,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0
1985,0,2,92533.0,0,0,1387411200,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0
1985,1,0,37929.0,0,0,1375142400,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,1
1958,4,1,53083.0,1,1,1368576000,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,0,0
1972,0,2,56721.0,1,1,1351641600,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0
1956,2,1,50943.0,0,1,1371772800,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0
1995,4,0,80617.0,0,0,1350000000,42,594,51,631,72,55,32,1,4,6,8,2,0,0,0,0,0,0,0
1970,0,3,84835.0,0,0,1402876800,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1
1968,2,1,43795.0,0,1,1381881600,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1
1978,0,2,17345.0,1,0,1351900800,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0
1973,0,2,20895.0,1,0,1349481600,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0
1943,1,3,48948.0,0,0,1359676800,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1
1958,1,4,80995.0,0,1,1368230400,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0
1978,3,0,26487.0,1,0,1369008000,23,2,8,10,12,14,23,3,2,1,3,5,0,0,0,0,0,0,0
1956,0,2,62503.0,0,1,1361145600,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0
1966,0,0,37070.0,1,1,1363737600,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1
1976,0,1,78416.0,0,1,1403827200,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0
1986,0,2,83512.0,0,0,1402963200,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1
1974,0,2,67445.0,0,1,1344729600,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0
1970,0,2,50447.0,2,0,1398038400,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0
1958,0,2,65148.0,0,1,1353024000,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0
1986,0,0,26576.0,1,0,1350086400,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1
1973,0,4,42429.0,0,1,1392076800,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0
1974,0,2,67445.0,0,1,1344729600,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0
1953,0,1,58398.0,0,0,1368489600,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0
1957,1,2,52247.25135379061,2,1,1353283200,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0
1953,0,3,62551.0,0,0,1384732800,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0
1956,2,2,50965.0,0,1,1361318400,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0
1953,0,1,80812.0,0,0,1379376000,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0
1977,0,1,157146.0,0,0,1367193600,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,0
1955,2,0,36927.0,1,1,1401667200,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,0
1964,0,2,42523.0,0,0,1398211200,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0
1972,1,0,38578.0,1,1,1371859200,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0
1963,1,0,23091.0,1,1,1401235200,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0
1974,3,2,18393.0,1,0,1396051200,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0
1959,1,2,36732.0,1,1,1388275200,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,0
1956,1,1,76542.0,0,0,1364601600,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0
1981,1,1,39665.0,1,0,1369440000,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0
1944,0,2,65275.0,0,0,1364947200,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0
1958,1,0,50729.0,1,1,1367452800,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,0
1966,0,3,55686.0,0,1,1360800000,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0
1970,0,0,27242.0,1,0,1352592000,2,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,0,1
1965,0,1,83003.0,0,0,1362268800,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1
1967,0,1,27943.0,1,1,1365984000,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0
1962,1,1,31497.0,0,1,1354752000,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0
1989,0,2,38360.0,1,0,1369958400,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0
1989,0,1,31928.0,1,0,1395964800,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,0
1963,1,1,33629.0,1,1,1344384000,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0
1965,1,1,51717.0,0,1,1376956800,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0
1961,0,0,46524.0,0,1,1365120000,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0
1987,1,2,51563.0,0,0,1349049600,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0
1984,1,2,70643.0,0,0,1350259200,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1
1957,0,1,26091.0,1,1,1393286400,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0
1979,0,2,17688.0,1,0,1358035200,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0
1969,2,2,70091.0,1,0,1364688000,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0
1978,0,2,65819.0,0,0,1354147200,99,267,38,701,149,165,63,1,5,4,10,3,0,0,0,0,0,0,0
1972,0,2,74716.0,0,1,1378944000,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0
1978,0,1,41154.0,0,1,1365465600,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0
1963,1,4,52278.0,0,1,1359072000,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1
1976,0,3,46310.0,1,0,1354492800,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0
1971,1,0,42767.0,2,0,1368230400,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0
